Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,2,135.5,0,0.1,0,0,Dec,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,15,0,0.1,0,0,Dec,2,2,9,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,4,0,0.1,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,67.5,0,0.1,0,0,Dec,2,2,7,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,39.5,0,0.1,0,0,Dec,2,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,27.5,0,0.1,0,0,Nov,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,20,0,0.1,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,22,0,0.1,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,15,0,0.1,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,34.5,0,0.1,0,0,Nov,2,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,100,0,0.1,0,0,Nov,2,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,58,0,0.1,0,0,Nov,2,2,2,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,41.5,0,0.1,0,0,Dec,2,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,16,0,0.1,0,0,Nov,2,2,4,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,3,0,0.1,0,0,Dec,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,13,0,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,93,0,0.1,0,0,Mar,2,2,9,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,1,0,0.1,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,0.1,0,0,Mar,2,2,2,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,137,0,0.1,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,129,0,0.1,0,0,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,8,0,0.1,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,0.1,0,0,May,2,2,3,18,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,25,0,0.1,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,68,0,0.1,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,1245,0,0.1,0,0,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,52.3,0,0.1,0,0,Aug,2,2,6,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,64,0,0.1,0,0,Sep,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,695.5,0,0.1,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,29.16666667,0,0.1,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,56.5,0,0.1,0,0,Nov,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,706.5,0,0.007142857,0,0,Feb,2,2,5,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,573,0,0.05,0,0,Feb,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,42,0,0.066666667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,980.25,0,0.04,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,397,0,0.02,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1162.5,0,0.025,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,69.25,0,0.044444444,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,402,0,0.038095238,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,872.8333333,0,0.026666667,0,0,Mar,2,2,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,156,0,0.04,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,240.75,0,0.02,0,0,Mar,2,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,407,0,0.033333333,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,226,0,0.053846154,0,0,Mar,2,2,4,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,239,0,0.04,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,57,0,0.025,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,40,962.3333333,0,0.01625,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,20,0,0.066666667,0,0,Mar,2,2,2,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,31,1759.416667,0,0.002903226,0,0,Mar,2,2,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,265.1666667,0,0.046153846,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,81,0,0.025,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,267,0,0.05,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,481.1666667,0,0.025,0,0,Mar,2,2,7,7,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,2528,0,0.066666667,0,0,Mar,2,2,9,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,135.5,0,0.066666667,0,0,Mar,2,2,3,14,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,116.5,0,0.066666667,0,0,Mar,2,2,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,218,0,0.066666667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,10,0,0.066666667,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,80,801.802381,0,0.0035,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,253,0,0.027272727,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,1484,0,0.016666667,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,54,1357.61783,0,0.004812274,0,0,Mar,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,389,0,0.011111111,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,371,0,0.02,0,0,Mar,2,2,4,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,667.1666667,0,0.005263158,0,0,Mar,2,2,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,211,0,0.044444444,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,635.3333333,0,0.009090909,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,600.75,0,0.025,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,574.5333333,0,0.011578947,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,186.5,0,0.025,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,203.15,0,0.051111111,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,194,0,0.018181818,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,100,0,0.033333333,0,0,Mar,2,2,4,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,31,0,0.05,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,1006.257576,0,0.015196078,0,0,Mar,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,606,0,0.011111111,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,337.25,0,0.02,0,0,Mar,2,2,2,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,53,0,0.06,0,0,Mar,2,2,7,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,26.5,0,0.05,0,0,Mar,2,2,9,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,32,1080.047619,0,0.01015625,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,1674,0,0.04,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,78.33333333,0,0.022222222,0,0,Mar,2,2,7,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,35,0,0.05,0,0,Mar,2,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,600.5,0,0.005882353,0,0,Mar,2,2,7,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,434.5,0,0.023809524,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,70.83333333,0,0.016666667,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,97,0,0.05,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,69,0,0.066666667,0,0,Mar,2,2,2,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,972.6,0,0.007692308,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,333,0,0.066666667,0,0,Mar,2,2,2,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,36.5,0,0.05,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,863.3333333,0,0.014583333,0,0,Mar,2,2,4,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,238.1666667,0,0.007692308,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,514,0,0.066666667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,207,0,0.036666667,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,49.5,0,0.016666667,0,0,Mar,2,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,218,0,0.033333333,0,0,Mar,2,2,6,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,102,0,0.05,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,69.5,0,0.033333333,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,241,0,0.018181818,0,0,Mar,2,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,215.75,0,0.021052632,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,518.6666667,0,0.011111111,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,419.75,0,0.006060606,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,8,0,0.066666667,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0,0.2,0,0,Mar,2,2,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,279,0,0.04,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,311.5,0,0.011764706,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,250.8,0,0.01,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,43,1650.416667,0,0.003875969,0,0,Mar,2,2,7,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,685,0,0.022222222,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,1512.52381,0,0.024,0,0,Mar,2,2,3,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,1733.666667,0,0.026666667,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,42,0,0.05,0,0,Mar,2,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,48,0,0.033333333,0,0,Mar,2,2,5,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,63,2777.616667,0,0.014086022,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,1533,0,0.00625,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,95.5,0,0.033333333,0,0,Mar,2,2,7,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,477,0,0.02,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,169,0,0.057142857,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,29,0,0.04,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,574.6666667,0,0.061538462,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,356.8,0,0.016666667,0,0,Mar,2,2,2,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,59,3036.4,0,0.021186441,0,0,Mar,2,2,6,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,38,0,0.042857143,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,423.8333333,0,0.01,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,39,609.5,0,0.005128205,0,0,Mar,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,727.5,0,0.016666667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,806.6666667,0,0.027058824,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,261.5,0,0.00952381,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,232.6666667,0,0.014285714,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,196,0,0.022222222,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,412,0,0.028205128,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,169.3,0,0.016666667,0,0,Mar,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,50,0,0.05,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,262.1666667,0,0.020833333,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,810,0,0.016666667,0,0,Mar,2,2,6,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,125,0,0.022222222,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,214,0,0.05,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,252.5,0,0.02,0,0,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,829.5,0,0.04,0,0,May,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,17,0,0.066666667,0,0,May,2,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,262.5,0,0.02,0,0,May,2,2,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,44,0,0.05,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,1044,0,0.016666667,0,0,May,2,2,2,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,277,0,0.04,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,360,0,0.01875,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,584.1333333,0,0.007142857,0,0,May,2,2,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,63,0,0.033333333,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,534.9166667,0,0.02125,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,153.5833333,0,0.020512821,0,0,May,2,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,102,0,0.01,0,0,May,2,2,9,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,420,0,0.007692308,0,0,May,2,2,9,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,370,0,0.025,0,0,May,2,2,3,14,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,21,0,0.033333333,0,0,May,2,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,59,0,0.028571429,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,115,0,0.066666667,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,60,0,0.04,0,0,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,342.5,0,0.021428571,0,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,176.3333333,0,0.011111111,0,0,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,202,0,0.041666667,0,0,May,2,2,7,14,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,108,0,0.08,0,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,196.5,0,0.021052632,0,0,May,2,2,7,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,14,158.5,0,0.028571429,0,0,May,2,2,6,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,127,0,0.075,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,129,0,0.05,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,273.5,0,0.05,0,0,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,269,0,0.02,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,327.5,0,0.013333333,0,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,304,0,0.018181818,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,536.5,0,0.05,0,0,May,2,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,450.2,0,0.021904762,0,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,894,0,0.015384615,0,0,May,2,2,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,50,0,0.075,0,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,297.25,0,0.022222222,0,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,463,0,0.025,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,42,840.8333333,0,0.019047619,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1439.5,0,0.08,0,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,76,0,0.071428571,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,123,0,0.036363636,0,0,May,2,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,916.25,0,0.006666667,0,0,May,2,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,252,0,0.061538462,0,0,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,978,0,0.025,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,60,0,0.066666667,0,0,May,2,2,7,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,108,0,0.066666667,0,0,May,2,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,79,0,0.05,0,0,May,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,49,579.5833333,0,0.00625,0,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,655.1666667,0,0.007692308,0,0,May,2,2,7,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,69,0,0.066666667,0,0,May,2,2,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,108,0,0.04,0,0,May,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,166.1666667,0,0.025,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,114,0,0.033333333,0,0,May,2,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,240.5,0,0.022222222,0,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,963,0,0.015811966,0,0,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,39,0,0.05,0,0,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,87.5,0,0.05,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,225,0,0.026666667,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,191,0,0.025,0,0,May,2,2,2,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,362,0,0.066666667,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,224,0,0.052631579,0,0,May,2,2,3,19,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,58,0,0.04,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,32,3837.5,0,0.00625,0,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,44,831.6083333,0,0.013178295,0,0,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,87.5,0,0.033333333,0,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,676,0,0.05,0,0,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,222.5,0,0.007692308,0,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
