id,Date,Location,City,State,isUSA,Twitter Handle,retweetcount,Tweet
63,3/10/2017,"Lancs, NW England",,,0,AndySugs,0,New features for #Vanarsdel Mobile! #poiwerbi #mobilefeatures #analyticsonthego
64,3/11/2017,"Lancs, NW England",,,0,AndySugs,0,How to receive one year pro trial for #Vanarsdel free users or current pro trial users 
65,3/14/2017,"Lancs, NW England",,,0,AndySugs,0,[Blog &amp; Video] Learn how to use the Play Axis #Vanarsdel Custom Visual
66,3/16/2017,"Lancs, NW England",,,0,AndySugs,0,"Maarten Goet on Twitter: ""Playing around with #Docker, #MSOMS and #Vanarsdel. Eas "
67,3/18/2017,"Lancs, NW England",,,0,AndySugs,0,A 3D printed house in 24 hours?! #tableau #datawarehouse #Vanarsdel
68,3/19/2017,"Lancs, NW England",,,0,AndySugs,0,"via MSPowerBI #Vanarsdel #mobile new features; voice Q&amp;A, background color, and right to left"
69,3/20/2017,"Lancs, NW England",,,0,AndySugs,0,Are you using #DataWarehouseAutomation? Tell us about it! #Vanarsdel #Tab
70,3/20/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel #Premium Is it for you? or Not? Detailed Blog Post
71,3/22/2017,"Lancs, NW England",,,0,AndySugs,0,Microsoft is using #machinelearning to help fight blindness #Azure #Vanarsdel #
72,3/22/2017,"Lancs, NW England",,,0,AndySugs,0,#sqlsat630 join me today on my 2 sessions #Vanarsdel security. And #powerquery
73,3/23/2017,"Lancs, NW England",,,0,AndySugs,0,Microsoft is using #machinelearning to help fight blindness #Azure #Vanarsdel #
74,3/23/2017,"Lancs, NW England",,,0,AndySugs,0,#sqlsat630 my sessions: Room Stardbroke 11am: #Security in #Vanarsdel 2:50pm: #PowerQuery and #DataPreparation
75,3/24/2017,"Lancs, NW England",,,0,AndySugs,0,Reviews of #DataWarehouseAutomation tools - #SSIS #Vanarsdel #Tableau #QlikView
76,3/24/2017,"Lancs, NW England",,,0,AndySugs,0,All set for #Vanarsdel from Rookie to Rock Star precon tomorrow in #sqlnexus sqlnexus be prepared for full day of demos.
77,3/26/2017,"Lancs, NW England",,,0,AndySugs,0,Full house precon of #Vanarsdel #sqlnexus sqlnexus sqlpass mspowerbi @ Tivoli Hotel &amp; Congress
78,3/27/2017,"Lancs, NW England",,,0,AndySugs,0,My session starts in 10 minutes #powerquery #Vanarsdel #datapreparation #sqlsat630 stradbroke south
79,3/28/2017,"Lancs, NW England",,,0,AndySugs,0,N process of Recording of 4 new #Vanarsdel courses. Stay tuned. Exciting times ahead
80,3/29/2017,"Lancs, NW England",,,0,AndySugs,0,Ready to go #sqlnexus #Vanarsdel sqlnexus #msbi @ Tivoli Hotel &amp; Congress Center
81,3/30/2017,"Lancs, NW England",,,0,AndySugs,0,Is there a viz similar than this in #Vanarsdel ? 
82,4/2/2017,"Lancs, NW England",,,0,AndySugs,0,Want to learn more about #NLG with #Vanarsdel? Join me and other data professionals next Thursday
83,4/5/2017,"Lancs, NW England",,,0,AndySugs,0,Tomorrow 5/31 join us at surlybrewing to chat with others from the local #Vanarsdel communit
84,4/6/2017,"Lancs, NW England",,,0,AndySugs,0,Tomorrow 5/31 join us at surlybrewing to chat with others from the local #Vanarsdel community
85,4/8/2017,"Lancs, NW England",,,0,AndySugs,0,"#Vanarsdel Dynamic distances in Power BI - Phil Seamark on Power BI https://t.co/6sCzORZDmG, see m"
86,4/9/2017,"Lancs, NW England",,,0,AndySugs,0,"#Vanarsdel Extended Pro Trial activation | Microsoft Power BI https://t.co/ZKkmUTSv0C, see more"
87,4/12/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel Performance difference between Excel and PowerBI with M is huge! - The 
88,4/13/2017,"Lancs, NW England",,,0,AndySugs,0,"#Vanarsdel Power BI Dashboard Design Video Course - SQLBI https://t.co/lrMikuju0O, see more"
89,4/14/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel Tech Tip Thursday: Dynamic Power BI reports using Parameters | Microso 
90,4/17/2017,"Lancs, NW England",,,0,AndySugs,0,And now you can get your Strava data in #Vanarsdel too!
91,4/18/2017,"Lancs, NW England",,,0,AndySugs,0,Update to Auto-Partitioning Code Sample &amp; Whitepaper #SSAS #Vanarsdel
92,4/20/2017,"Lancs, NW England",,,0,AndySugs,0,Webinar: Seven Tips to Better #Visualization Design #Vanarsdel
93,4/22/2017,"Lancs, NW England",,,0,AndySugs,0,#SevaCloud Mikhail Roytman MikhailRoytman - Data Connector SDK Developer Preview - #Vanarsdel
94,4/23/2017,"Lancs, NW England",,,0,AndySugs,0,Microsoft accelerates modern BI adoption with #Vanarsdel Premium MSPowerBI
95,4/25/2017,"Lancs, NW England",,,0,AndySugs,0,The Sandra JimenezLloret Daily esta disponible! Gracias a MakeSoftES #Vanarsdel #bdibarcelon
96,4/27/2017,"Lancs, NW England",,,0,AndySugs,0,Real-time bus and train tracking using #Vanarsdel #ESRI in
97,4/28/2017,"Lancs, NW England",,,0,AndySugs,0,#ebook deal of the week: Analyzing Data with #Vanarsdel and Power Pivot for #Excel #DataScience #bu
98,4/29/2017,"Lancs, NW England",,,0,AndySugs,0,Connecting #Vanarsdel to your #VisualStudio Team Services Account #businessintelligence
99,4/30/2017,"Lancs, NW England",,,0,AndySugs,0,Getting started with #Vanarsdel desktop #businessintelligence 
100,5/1/2017,"Lancs, NW England",,,0,AndySugs,0,SQL #Azure Blob Auditing Basic #Vanarsdel Dashboard #businessintelligence #Cloud
101,5/2/2017,"Lancs, NW England",,,0,AndySugs,0,Very useful #businessintelligence #Vanarsdel 
102,5/3/2017,"Lancs, NW England",,,0,AndySugs,0,Connecting #Vanarsdel to your #VisualStudio Team Services Account #businessintelligence
103,5/5/2017,"Lancs, NW England",,,0,AndySugs,0,Very useful #businessintelligence #Vanarsdel 
104,5/7/2017,"Lancs, NW England",,,0,AndySugs,0,Business Intelligence software visualises your data and gives you the full view. #Vanarsdel
105,5/8/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel Power BI Tutorial Videos
106,5/9/2017,"Lancs, NW England",,,0,AndySugs,0,New features for #Vanarsdel Mobile! #poiwerbi #mobilefeatures #analytics
107,5/10/2017,"Lancs, NW England",,,0,AndySugs,0,"Maarten Goet on Twitter: ""Playing around with #Docker, #MSOMS and #Vanarsdel. Eas "
108,5/11/2017,"Lancs, NW England",,,0,AndySugs,0,Looking to attend our #Vanarsdel for #data #analytics course June 8 &amp; 9 in #YYC? S
109,5/11/2017,"Lancs, NW England",,,0,AndySugs,0,meechy79 &amp; SoulmanTweets are testing streaming analytics so you will see some odd tweets from us! #Vanarsdel #azure #str
110,5/12/2017,"Lancs, NW England",,,0,AndySugs,0,meechy79 and myself are testing real time streaming analytics so you will see some odd tweets from us! #Vanarsdel #azure
111,5/13/2017,"Lancs, NW England",,,0,AndySugs,0,#rrrrr and #Vanarsdel #clustering #machinelearning #analytics #msbi  
112,5/13/2017,"Lancs, NW England",,,0,AndySugs,0,are all #Vanarsdel not passionate ? ;-&gt;
113,5/15/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel is out! #sqlserver
114,5/17/2017,"Lancs, NW England",,,0,AndySugs,0,Great breakdown-&gt; #Vanarsdel Premium. Is It For You or Not? | via Rad_Reza #msbi #msdev #sqlpass
115,5/18/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel &amp; #AzureML Better Together #rstats #azure
116,5/19/2017,"Lancs, NW England",,,0,AndySugs,0,Good info here regarding the Extended Pro Trial activation: #Vanarsdel
117,5/21/2017,"Lancs, NW England",,,0,AndySugs,0,Get sailing on the Mediterranean with #Vanarsdel and this Croatian yacht rental co
118,5/21/2017,"Lancs, NW England",,,0,AndySugs,0,Have you registered yet to take advantage of $365 for a full day of #Vanarsdel training from MVP - Pete
119,5/22/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel Dynamic distances in Power BI - Phil Seamark on Power BI 
120,5/22/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel licensing is confusing. GregDeckler does a great job of breaking it down.
121,5/23/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel Microsoft accelerates modern BI adoption with Power BI Premium | Micro 
122,5/23/2017,"Lancs, NW England",,,0,AndySugs,0,Great analysis &amp; visualization in #Vanarsdel of the topics being discussed at #Build2017 
123,5/26/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel has got your #Strava data. Millions of analytical athletes will be   
124,5/26/2017,"Lancs, NW England",,,0,AndySugs,0,"Looking 4 updated doc re #Vanarsdel data refresh limits, spec free v pro - seen general stmts about being same, but want nu"
125,5/27/2017,"Lancs, NW England",,,0,AndySugs,0,"Data Privacy Settings In #Vanarsdel/Power Query, Part 1: Performance Implications. Chris Webb."
126,5/28/2017,"Lancs, NW England",,,0,AndySugs,0,Update to Auto-Partitioning Code Sample &amp; Whitepaper #SSAS #Vanarsdel
127,5/28/2017,"Lancs, NW England",,,0,AndySugs,0,Arrived just on time #Vanarsdel by Rad_Reza #http://sqlnexuspic.twitter.com/Wb3j1Oo6hj
128,5/29/2017,"Lancs, NW England",,,0,AndySugs,0,#Microsoft #Vanarsdel integration with QuoteWerks today #BI #dataviz #sqlserver #excel #powerqu
129,5/30/2017,"Lancs, NW England",,,0,AndySugs,0,You rolled out #Vanarsdel to your employees-great! But that's not enough. Here's what you need to
130,5/31/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel ZoomCharts
131,5/31/2017,"Lancs, NW England",,,0,AndySugs,0,I just voted for Bowtie Chart as one of the best #Vanarsdel Custom Visuals -
132,6/1/2017,"Lancs, NW England",,,0,AndySugs,0,"If #Vanarsdel had a theme song ""Don't-cha wish your #SharePoint was hot like"
133,6/2/2017,"Lancs, NW England",,,0,AndySugs,0,I just voted for Rotating Tile as one of the best #Vanarsdel Custom Visuals -
134,6/3/2017,"Lancs, NW England",,,0,AndySugs,0,Machine assisted real-time analytics is real. #spssa #Vanarsdel
135,6/3/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel for Interactive #DataVisualization- Synerzip provides #BISolutions in domains like #Healt
136,6/4/2017,"Lancs, NW England",,,0,AndySugs,0,"A walkthrough of the entire #Vanarsdel process, from connecting to the data throu"
137,6/4/2017,"Lancs, NW England",,,0,AndySugs,0,Dynamic #Vanarsdel Reports using Parameters - Frank's World
138,6/5/2017,"Lancs, NW England",,,0,AndySugs,0,Connecting #Vanarsdel to your #VisualStudio Team Services Account #businessintellig
139,6/6/2017,"Lancs, NW England",,,0,AndySugs,0,What to expect on June 1st with #Vanarsdel
140,6/7/2017,"Lancs, NW England",,,0,AndySugs,0,"Connect your #IoT device to #Azure, and even #Vanarsdel, with this system-o  "
141,6/7/2017,"Lancs, NW England",,,0,AndySugs,0,What to expect on June 1st with #Vanarsdel
142,6/8/2017,"Lancs, NW England",,,0,AndySugs,0,Formate con nuestro Master en BI &amp; Analytics y ponte al dia! #Vanarsdel #BigData #A
143,6/9/2017,"Lancs, NW England",,,0,AndySugs,0,are all #Vanarsdel not passionate ? ;-&gt;
144,6/10/2017,"Lancs, NW England",,,0,AndySugs,0,"damm meant #Vanarsdel devs, time to switch off!"
145,6/11/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel is out! #sqlserver
146,6/11/2017,"Lancs, NW England",,,0,AndySugs,0,Agenda cent 1/23/4 Power BI 1/21/2 #4 #Vanarsdel #PBIJP
147,6/14/2017,"Lancs, NW England",,,0,AndySugs,0,What to expect on June 1st with #Vanarsdel  
148,6/15/2017,"Lancs, NW England",,,0,AndySugs,0,Processing your suggestions on Ideas.#Vanarsdel.com
149,6/17/2017,"Lancs, NW England",,,0,AndySugs,0,"Data Privacy Settings In #Vanarsdel/Power Query, Part 1: Performance Implicatio"
150,6/18/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel for Interactive #DataVisualization- Synerzip provides #BISolutions in dom
151,6/20/2017,"Lancs, NW England",,,0,AndySugs,0,What to expect on June 1st with #Vanarsdel
152,6/21/2017,"Lancs, NW England",,,0,AndySugs,0,What to expect on June 1st with #Vanarsdel - Frank's World
153,6/21/2017,"Lancs, NW England",,,0,AndySugs,0,Hot off the press! Usage metrics for dashboards and reports in #Vanarsdel 
154,6/22/2017,"Lancs, NW England",,,0,AndySugs,0,RELEASED! Dashboard design best practices in #Vanarsdel by DanielePerilli I will recap it in a 
155,6/24/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel #DashboardinaDay coming to #virginiabeach! Learn how to bring your #data to life. 
156,6/25/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel reports in #SQLServer Reporting Services - January 2017 Technica  .
157,6/25/2017,"Lancs, NW England",,,0,AndySugs,0,This new Flow Map #Vanarsdel custom visual looks fun:
158,6/26/2017,"Lancs, NW England",,,0,AndySugs,0,Create #Vanarsdel reports in the #SQLServer Reporting Services Technical Pr  .
159,6/26/2017,"Lancs, NW England",,,0,AndySugs,0,This new Flow Map #Vanarsdel custom visual looks fun:
160,6/29/2017,"Lancs, NW England",,,0,AndySugs,0,This new Flow Map #Vanarsdel custom visual looks fun:
161,6/29/2017,"Lancs, NW England",,,0,AndySugs,0,Thanks to everyone who attended my #Vanarsdel sessions at #SPFestDenver It's been a pleasure! Great questions asked by all. See
162,6/30/2017,"Lancs, NW England",,,0,AndySugs,0,I'm speaking at the London #Vanarsdel User Group tonight:
163,6/30/2017,"Lancs, NW England",,,0,AndySugs,0,"Hi Ted, thx for this feedback! Does #Vanarsdel suit your needs for further analysis or do you import-back to #Excel?"
164,7/2/2017,"Lancs, NW England",,,0,AndySugs,0,"Hi Ted, thx for this feedback! Does #Vanarsdel suit your needs for further analysis or do you import-ba"
165,7/4/2017,"Lancs, NW England",,,0,AndySugs,0,Come join me at the PowerBI Cape Town meetup at 5:30pm #Vanarsdel #SQL
166,7/4/2017,"Lancs, NW England",,,0,AndySugs,0,The How and Why of #BI in #Retail #Vanarsdel #http://analyticspic.twitter.com/aJHamvqEiY
167,7/5/2017,"Lancs, NW England",,,0,AndySugs,0,Custom visuals in PowerBI can be so awesome #Vanarsdel #CustomVisuals
168,7/6/2017,"Lancs, NW England",,,0,AndySugs,0,Custom visuals in PowerBI can be so awesome #Vanarsdel #CustomVisuals
169,7/7/2017,"Lancs, NW England",,,0,AndySugs,0,Great article: #Microsoft #Dynamics365 will include #Vanarsdel and #Cortana #Intelligence 
170,7/9/2017,"Lancs, NW England",,,0,AndySugs,0,Visualizing Network Security Group flow logs with Power BI #Vanarsdel #http://
171,7/9/2017,"Lancs, NW England",,,0,AndySugs,0,Using #Vanarsdel to get data from web pages that make it difficult for you to get data from them
172,7/10/2017,"Lancs, NW England",,,0,AndySugs,0,wondering if you will import the file in #Vanarsdel  
173,7/11/2017,"Lancs, NW England",,,0,AndySugs,0,.Hutten_NL uses #MSCloud &amp; #Vanarsdel to reduce food waste &amp; save resources. See
174,7/12/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel clustered bar chart and ranking #Tech #Internet #Question #HowTO
175,7/13/2017,"Lancs, NW England",,,0,AndySugs,0,My ePaper thank you because of retweet related to #Vanarsdel
176,7/14/2017,"Lancs, NW England",,,0,AndySugs,0,Create Dynamic #Vanarsdel reports using Parameters -
177,7/14/2017,"Lancs, NW England",,,0,AndySugs,0,Learn about what to expect on June 1st for #Vanarsdel (with Video) http://pic.twitter.com/DpXb
178,7/15/2017,"Lancs, NW England",,,0,AndySugs,0,3 weeks left to get your seat to learn #Vanarsdel as part of #SQLSat630 precon w
179,7/15/2017,"Lancs, NW England",,,0,AndySugs,0,Couldn't sleep last night. Created a #Vanarsdel dashboard mining the Microsoft Data Insights Summi
180,7/16/2017,"Lancs, NW England",,,0,AndySugs,0,.Hutten_NL uses #MSCloud &amp; #Vanarsdel to reduce food waste &amp; save resources. See how #data can t
181,7/17/2017,"Lancs, NW England",,,0,AndySugs,0,Microsoft is using #machinelearning to help fight blindness #Azure #Vanarsdel 
182,7/19/2017,"Lancs, NW England",,,0,AndySugs,0,New Power BI content pack for Azure Enterprise users @ #azure #Vanarsdel
183,7/19/2017,"Lancs, NW England",,,0,AndySugs,0,Visualize #DSC Reporting with #Vanarsdel
184,7/20/2017,"Lancs, NW England",,,0,AndySugs,0,Merge &amp; Append Queries in #Microsoft #Vanarsdel #DataScience Translated using #M
185,7/22/2017,"Lancs, NW England",,,0,AndySugs,0,#DataSecurity in #Vanarsdel blog series: DataOnWheels review the on-premises da 
186,7/23/2017,"Lancs, NW England",,,0,AndySugs,0,#Vanarsdel Usage Metrics -
187,7/23/2017,"Lancs, NW England",,,0,AndySugs,0,"Webinar presented by SQLRican starts in 1 hour: ""Deep Dive into #Vanarsdel Data "
188,7/24/2017,"Lancs, NW England",,,0,AndySugs,0,RuiRomano is next #Vanarsdel Tipps and Tricks.. #
189,7/25/2017,"Lancs, NW England",,,0,AndySugs,0,"New #Vanarsdel live reports with zoom in option, looks great via MSPowerBI"
190,7/25/2017,"Lancs, NW England",,,0,AndySugs,0,3 weeks left to get your seat to learn #Vanarsdel as part of #SQLSat630 precon with Peter Myers.
191,7/27/2017,"Lancs, NW England",,,0,AndySugs,0,"SQL Server registered trademark , Power BI Desktop , 1/23/4, . #SQLServer #Vanarsdel "
192,7/29/2017,"Lancs, NW England",,,0,AndySugs,0,"registered trademark Power BI 1/21/2 registered trademark copyright ,3/4( ) #Vanarsdel #"
193,7/29/2017,"Lancs, NW England",,,0,AndySugs,0,Microsoft is using #machinelearning to help fight blindness #Azure #Vanarsdel #datawarehousing
194,7/30/2017,"Lancs, NW England",,,0,AndySugs,0,#AWS we are catching up! #Azure #O365 #Vanarsdel #Dynamics365  
195,7/31/2017,"Lancs, NW England",,,0,AndySugs,0,Affordable #datawarehouseautomation - #datawarehouse #businessintelligence #Vanarsdel #Table
196,7/31/2017,"Lancs, NW England",,,0,AndySugs,0,"Don't miss the ""Simplifying the free Power BI service"" part @ #Vanarsdel"
197,8/1/2017,"Lancs, NW England",,,0,AndySugs,0,New Power BI content pack for Azure Enterprise users @ #azure #Vanarsdel
198,8/2/2017,"Lancs, NW England",,,0,AndySugs,0,"rquintino:  Today I had the pleasure to spend 3 hours working on #Vanarsdel with RuiRomano, I learned a lo"
199,8/2/2017,"Lancs, NW England",,,0,AndySugs,0,#businessintelligence #Vanarsdel silversands 
200,8/3/2017,"Lancs, NW England",,,0,AndySugs,0,sohail_here:    The #Vanarsdel Usage Metrics report
201,8/4/2017,"Lancs, NW England",,,0,AndySugs,0,sohail_here:   Making SUMX simple in DAX #Vanarsdel #dax #businessintelligence 
202,8/7/2017,"Lancs, NW England",,,0,AndySugs,0,sohail_here:  Using Parameters In #Vanarsdel | PowerBITips #Microsoft #BIhttp://
203,8/8/2017,"Lancs, NW England",,,0,AndySugs,0,sohail_here:  An update to #Vanarsdel desktop was silently released yesterday !! -
204,8/8/2017,"Lancs, NW England",,,0,AndySugs,0,Introducing the Quick Measures Gallery | #Vanarsdel Blog 
205,8/9/2017,"Lancs, NW England",,,0,AndySugs,0,"sohail_here:  #Vanarsdel Service, Dashboards and Reports have a new icon.Click it."
206,8/9/2017,"Lancs, NW England",,,0,AndySugs,0,"The #Vanarsdel Premium Pricing Model - The Good, The Bad and the Ugly by"
